Old Loadsheet Name,ItemCatagory,ItemNumber,Item,Quantity,AssetKind
EQUIPMENT,TILE & CARPET REMOVAL TOOLS,12242,CARPET PULLER ELEC,EACH,
EQUIPMENT,TILE & CARPET REMOVAL TOOLS,12243,CARPET PULLER HAND,EACH,
EQUIPMENT,TILE & CARPET REMOVAL TOOLS,12244,CARPET KNIFE,EACH,
EQUIPMENT,TILE & CARPET REMOVAL TOOLS,12245,HEAT GUN,EACH,
EQUIPMENT,TILE & CARPET REMOVAL TOOLS,12246,HEAT MACHINE,EACH,
EQUIPMENT,TILE & CARPET REMOVAL TOOLS,12247,FLOOR BUFFER,EACH,
EQUIPMENT,TILE & CARPET REMOVAL TOOLS,12248,SCRAPE AWAY PLATE,EACH,
EQUIPMENT,TILE & CARPET REMOVAL TOOLS,12249,FLOOR NYLON BRUSH,EACH,
EQUIPMENT,TILE & CARPET REMOVAL TOOLS,12250,FLOOR WIRE BRUSH,EACH,
EQUIPMENT,TILE & CARPET REMOVAL TOOLS,12251,TURBO STRIPPER,EACH,
EQUIPMENT,TILE & CARPET REMOVAL TOOLS,12252,SHIN GUARDS - BUFFER,EACH,
EQUIPMENT,TILE & CARPET REMOVAL TOOLS,12253,TOE GUARDS - BUFFER,EACH,
EQUIPMENT,TILE & CARPET REMOVAL TOOLS,12254,POWER SCRAPER,EACH,
EQUIPMENT,TILE & CARPET REMOVAL TOOLS,12255,POWER SCRAPER BLADE,EACH,
EQUIPMENT,POWER TOOLS & SUPPLIES,12260,POWER SHEARS,EACH,
EQUIPMENT,POWER TOOLS & SUPPLIES,12261,CHOPSAW,EACH,
EQUIPMENT,POWER TOOLS & SUPPLIES,12262,BAND SAW,EACH,
EQUIPMENT,POWER TOOLS & SUPPLIES,12263,PARTNER SAW,EACH,
EQUIPMENT,POWER TOOLS & SUPPLIES,12264,GRINDER,EACH,
EQUIPMENT,POWER TOOLS & SUPPLIES,12265,SKIL SAW,EACH,
EQUIPMENT,POWER TOOLS & SUPPLIES,12266,WORM DRIVE SAW,EACH,
EQUIPMENT,POWER TOOLS & SUPPLIES,12267,ELEC CHAIN SAW,EACH,
EQUIPMENT,POWER TOOLS & SUPPLIES,12268,MITER SAW,EACH,
EQUIPMENT,POWER TOOLS & SUPPLIES,12269,SAWZALL,EACH,
EQUIPMENT,POWER TOOLS & SUPPLIES,12270,AIR HAMMER,EACH,
EQUIPMENT,POWER TOOLS & SUPPLIES,12271,DEMO HAMMER,EACH,
EQUIPMENT,POWER TOOLS & SUPPLIES,12272,90 LB JACK HAMMER,EACH,
EQUIPMENT,POWER TOOLS & SUPPLIES,12273,AIR TOOL OIL,EACH,
EQUIPMENT,POWER TOOLS & SUPPLIES,12274,JACK HAMMER BITS,EACH,
FLOORING ONLY,POWER TOOLS & SUPPLIES,15754,"12 GRIT 17"" SAND PAPER",EACH,
FLOORING ONLY,POWER TOOLS & SUPPLIES,15752,36 GRIT SAND PAPER,EACH,
FLOORING ONLY,POWER TOOLS & SUPPLIES,15755,100 GRIT SAND PAPER,EACH,
FLOORING ONLY,POWER TOOLS & SUPPLIES,15756,60 GRIT SCREENS,EACH,
FLOORING ONLY,POWER TOOLS & SUPPLIES,15757,80 GRIT SCREENS,EACH,
FLOORING ONLY,POWER TOOLS & SUPPLIES,15760,SAND BELT #120,EACH,
FLOORING ONLY,POWER TOOLS & SUPPLIES,15761,QWIKJOINT 200,EACH,
FLOORING ONLY,POWER TOOLS & SUPPLIES,15762,10-MIN FLEX-II,EACH,
EQUIPMENT,FASTNERS,12280,POLY CLIPS - CEILING,EACH,
EQUIPMENT,FASTNERS,12281,POLY CLIPS - WALL,EACH,
EQUIPMENT,FASTNERS,12282,HILTI,EACH,
EQUIPMENT,FASTNERS,12283,SHORT PINS W/WASHERS,BOX,
EQUIPMENT,FASTNERS,12284,SHORT PINS  ,BOX,
EQUIPMENT,FASTNERS,12285,LONG PINS W/WASHERS,BOX,
EQUIPMENT,FASTNERS,12286,LONG PINS,BOX,
EQUIPMENT,FASTNERS,12287,CABLE TIES - LARGE,CASE,
EQUIPMENT,FASTNERS,12288,CABLE TIES - MEDIUM,CASE,
EQUIPMENT,FASTNERS,12289,HAMMER TACKER,EACH,
EQUIPMENT,FASTNERS,12290,STAPLE GUNS,EACH,
EQUIPMENT,FASTNERS,12291,RIVET GUN,EACH,
EQUIPMENT,FASTNERS,12292,RIVET KIT,EACH,
EQUIPMENT,FASTNERS,12293,GLUE GUN,EACH,
EQUIPMENT,FASTNERS,12294,CAULKING GUN,EACH,
EQUIPMENT,FASTNERS,12311,CHIP MASTER,EACH,
EQUIPMENT,FASTNERS,12312,S C 6000 (W/HOSE & CORD),EACH,
EQUIPMENT,FASTNERS,12313,S C 3000 (W/HOSE & CORD),EACH,
EQUIPMENT,FASTNERS,12314,SKIPPERLINE - FORWARD,EACH,
EQUIPMENT,FASTNERS,12315,SKIPPERLINE - REAR,EACH,
EQUIPMENT,FASTNERS,12316,"1"" SKIPPER PLUGS",CASE,
EQUIPMENT,FASTNERS,12317,BRUSH RODS - LONG,EACH,
EQUIPMENT,FASTNERS,12318,BRUSH RODS - SHORT,EACH,
EQUIPMENT,FASTNERS,12319,NYLON BRUSH HEAD,EACH,
EQUIPMENT,FASTNERS,12320,SILICA BRUSH HEAD,EACH,
EQUIPMENT,FASTNERS,12321,BRUSH CABLE,EACH,
EQUIPMENT,FASTNERS,12322,AIRWAND,EACH,
EQUIPMENT,FASTNERS,12323,FOGGER,EACH,
EQUIPMENT,FASTNERS,12324,BORESCOPE,EACH,
EQUIPMENT,FASTNERS,12325,BRUSH MOTOR,EACH,
EQUIPMENT,FASTNERS,12326,PLASTIC SLEDS,EACH,
EQUIPMENT,FASTNERS,12327,HASPS HINGES,EACH,
EQUIPMENT,FASTNERS,12328,110 AIR COMPRESSOR,EACH,
EQUIPMENT,FASTNERS,12329,220 AIR COMPRESSOR,EACH,
EQUIPMENT,FASTNERS,12330,AIRLINE,EACH,
EQUIPMENT,FASTNERS,12331,TURBO JET 4200,EACH,
FLOORING ONLY,FASTENER MATERIAL,2015,STAPLES DUO-FAST,BOX,
FLOORING ONLY,FASTENER MATERIAL,2016,TIE WIRE,ROLL,
FLOORING ONLY,FASTENER MATERIAL,2018,SCREWS                              .,LBS,
EQUIPMENT,EQUIPMENT/MATERIALS,12340,ELECTRIC PANEL/CORD,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12341,EXTRA PANEL CORD                  .,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12342,POWER PANEL PIGTAIL,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12343,ORANGE PW PIGTAIL 30 AMP,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12344,ORANGE PW CORD 30 AMP,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12345,RED TURTLE PIGTAIL 50 AMP,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12346,RED TURTLE CORD 50 AMP,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12347,WHT FM PIGTAIL 50 AMP,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12348,WHT FM CORD 50 AMP,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12349,EXTENSION CORD,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12350,PLUG-IN STRIPS,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12351,GFI,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12352,EXTRA LOCKS,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12353,10' CHAIN,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12354,PLASMA CUTTER,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12355,A/C TORCH,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12356,A/C GLOVES/LEATHER,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12357,A/C SHIELD/GOGGLES,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12358,CROW BAR LONG,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12359,CROW BAR SHORT,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12360,FLAT BAR,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12361,PRY-BAR,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12362,SMALL GAS GENERATOR,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12363,DIESEL TOW BHND GENERATOR,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12364,GAS HEATER,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12365,ELECTRIC HEATER,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12366,KAROSENE HEATER,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12367,SMALL SLEDGE,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12368,LARGE SLEDGE,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12369,SMALL BOLT CUTTER,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12370,LARGE BOLT CUTTER,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12371,WATER MACHINE,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12372,WATER TRAP PANS,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12373,SPRAY BOTTLE,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12374,GREASE GUN,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12375,GREASE TUBE,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12376,CHEESE CLOTH,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12377,T SQUARE,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12378,CHALK LINE,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12379,C-CLAMPS,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12380,PLASTIC DUST PAN,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12381,DESK,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12382,TABLE,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12383,CHAIR,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12384,FILE BOX,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12385,PROPANE TORCH KIT,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12386,LEVEL ,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12387,HAMMER,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12388,AXE/HATCHET,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12389,FOREMAN'S GANG BOX,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12390,GANG BOX SMALL,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12391,2-WAY RADIOS,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12392,COME ALONG,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12393,SCOOP SHOVEL-METAL,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12394,SCOOP SHOVEL-PLASTIC,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12395,SPADE SHOVEL-METAL,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12396,SQUARE DIRT SHOVEL,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12397,5 GAL PLASTIC PAIL,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12398,HOUSE BROOM,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12399,PUSH BROOM - STIFF,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12400,PUSH BROOM - SOFT,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12401,FOX TAIL BROOM,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12402,AVIATION SNIPS,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12403,PAINT MIXER,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12404,AIR COMPRESSOR HOSE,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12405,55 GAL DRUM WRENCH,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12406,55 GAL DRUM SPIGOT,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12407,FIRE HOSE,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12408,BIRKS PUMP,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12409,SUCTION HOSE,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12410,DISCHARGE HOSE,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12411,WATER WAGON,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12412,SINCH STRAPS,EACH,
EQUIPMENT,EQUIPMENT/MATERIALS,12413,SUCTION CUPS,EACH,
EQUIPMENT,SCRAPERS,12420,"3"" DECK SCRAPER SHRT",EACH,
EQUIPMENT,SCRAPERS,12421,"3"" DECK SCRAPER LONG",EACH,
EQUIPMENT,SCRAPERS,12422,"4"" RAZOR SCRAPER (5"")",EACH,
EQUIPMENT,SCRAPERS,12423,"4"" RAZOR SCRAPER (9"")",EACH,
EQUIPMENT,SCRAPERS,12424,"1"" SCRAPER",EACH,
EQUIPMENT,SCRAPERS,12425,"5"" RAZOR SCRAPER (12"")",EACH,
EQUIPMENT,SCRAPERS,12426,"5"" RAZOR SCRAPER (48"")",EACH,
EQUIPMENT,SCRAPERS,12427,"8"" RAZOR SCRAPER",EACH,
EQUIPMENT,SCRAPERS,12428,"6"" ICE SCRAPER",EACH,
EQUIPMENT,SCRAPERS,12429,TILE POPPER,EACH,
EQUIPMENT,SCRAPERS,12430,ROBERTS SCRAPER,EACH,
EQUIPMENT,SCRAPERS,12431,TAYLOR SCRAPER,EACH,
EQUIPMENT,SCRAPERS,12432,AIR CHIPPER,EACH,
EQUIPMENT,SCRAPERS,12433,BARN SCRAPER,EACH,
EQUIPMENT,MATERIAL HANDLING,12440,2 SHELF CART,EACH,
EQUIPMENT,MATERIAL HANDLING,12441,TWO WHEEL DOLLY,EACH,
EQUIPMENT,MATERIAL HANDLING,12442,BARREL DOLLY,EACH,
EQUIPMENT,MATERIAL HANDLING,12443,FOUR WHEEL FLAT CART,EACH,
EQUIPMENT,MATERIAL HANDLING,12444,WHEEL BARREL,EACH,
EQUIPMENT,MATERIAL HANDLING,12445,DUMP CART .05 YD,EACH,
EQUIPMENT,MATERIAL HANDLING,12446,DUMP CART 1 YD,EACH,
EQUIPMENT,MATERIAL HANDLING,12447,SHEETROCK CART,EACH,
EQUIPMENT,MATERIAL HANDLING,12448,PALLET JACK,EACH,
EQUIPMENT,MATERIAL HANDLING,12449,DRUM DOLLY,EACH,
EQUIPMENT,MATERIAL HANDLING,12450,CK IF TRAILER REQUIRED,EACH,
EQUIPMENT,MATERIAL HANDLING,12451,WOOD CART,EACH,
FLOORING ONLY,SPEC CLEANING EQUIPMENT,2602,TENNENT T-3 SCRUBBER,EACH,
FLOORING ONLY,SPEC CLEANING EQUIPMENT,2603,TENNET SQUEEGEE VAC,EACH,
EQUIPMENT,SPEC CLEANING EQUIPMENT,12460,TENNENT FLOOR SCRUBBERS,EACH,
EQUIPMENT,SPEC CLEANING EQUIPMENT,12461,TENNENT 8210 SWEEPER,EACH,
EQUIPMENT,SPEC CLEANING EQUIPMENT,12462,TENNENT T-3 SCRUBBER,EACH,
EQUIPMENT,SPEC CLEANING EQUIPMENT,12463,TENNENT SQUEEGY VAC,EACH,
EQUIPMENT,SPEC CLEANING EQUIPMENT,12464,TENNENT UPRIGHT VAC,EACH,
EQUIPMENT,SPEC CLEANING EQUIPMENT,12465,PROTEAM BACK PACK VAC,EACH,
EQUIPMENT,SPEC CLEANING EQUIPMENT,12466,LRG WALK BEHIND VAC,EACH,
EQUIPMENT,SPEC CLEANING EQUIPMENT,12467,WINDOW WASHING SYSTEMS,SET,
EQUIPMENT,SPEC CLEANING EQUIPMENT,12468,"48"" DUST MOP",EACH,
EQUIPMENT,SPEC CLEANING EQUIPMENT,12469,"64"" DUST MOP",EACH,
EQUIPMENT,SPEC CLEANING EQUIPMENT,12470,MOP BUCKET (BLUE),EACH,
EQUIPMENT,SPEC CLEANING EQUIPMENT,12471,EASY SHINE WAX SYSTEMS,EACH,
EQUIPMENT,SPEC CLEANING EQUIPMENT,12472,WET SIGN CONES,EACH,
EQUIPMENT,SPEC CLEANING EQUIPMENT,12473,CEMSTONE CAULKING GUN,EACH,
EQUIPMENT,SPEC CLEANING EQUIPMENT,12474,THE GENERAL W/HOSE,EACH,
EQUIPMENT,SPEC CLEANING EQUIPMENT,12475,FLOOR FAN W/CART,EACH,
VEC LOADER SHEET,VEC LOADER,12500,Floor Jack,EACH,
VEC LOADER SHEET,VEC LOADER,12501,Tire Iron,EACH,
VEC LOADER SHEET,VEC LOADER,12502,Spare Tire,EACH,
VEC LOADER SHEET,VEC LOADER,12503,Small Black Battery Charger,EACH,
VEC LOADER SHEET,VEC LOADER,12504,"1"" Cinch Strap",EACH,
VEC LOADER SHEET,VEC LOADER,12505,Box w/Fuel Filters & Supp,EACH,
VEC LOADER SHEET,VEC LOADER,12506,Hydraulic Fluid,EACH,
VEC LOADER SHEET,VEC LOADER,12507,"Box w/2 12"" & 6"" Hose Ftgs",EACH,
VEC LOADER SHEET,VEC LOADER,12508,Bungie Straps,EACH,
VEC LOADER SHEET,VEC LOADER,12509,10' Scaffold Picts,EACH,
VEC LOADER SHEET,VEC LOADER,12510,Heat Gun,EACH,
VEC LOADER SHEET,VEC LOADER,12511,"8"" Step Ladder",EACH,
VEC LOADER SHEET,VEC LOADER Job Specific,12520,Bladder Bags,EACH,
VEC LOADER SHEET,VEC LOADER Job Specific,12521,Dumpster Linders,EACH,
VEC LOADER SHEET,VEC LOADER Job Specific,12522,Hoses,EACH,
VEC LOADER SHEET,VEC LOADER Job Specific,12523,"6"" X 25'",EACH,
VEC LOADER SHEET,VEC LOADER Job Specific,12524,"6"" X 50'",EACH,
VEC LOADER SHEET,VEC LOADER Job Specific,12525,"2 1/2"" X 50'",EACH,
FLOORING ONLY,PADS DIAMONDS FOR EDGES,15300,"5"" - 100 GRIT POLISHING PAD",EACH,
FLOORING ONLY,PADS DIAMONDS FOR EDGES,15301,"5"" - 200 GRIT POLISHING PAD",EACH,
FLOORING ONLY,PADS DIAMONDS FOR EDGES,15302,"5"" - 400 GRIT POLISHING PAD",EACH,
FLOORING ONLY,PADS DIAMONDS FOR EDGES,15303,"5"" - 800 GRIT POLISHING PAD",EACH,
FLOORING ONLY,PADS DIAMONDS FOR EDGES,15304,"5"" - 1500 GRIT POLISHING PAD",EACH,
FLOORING ONLY,PADS DIAMONDS FOR EDGES,15305,"5"" - 50 GRIT POLISHING PAD",EACH,
FLOORING ONLY,DIAMOND WHEEL CUPS,15350,"5"" S-SEQ  5""TYPE BLACK",EACH,
FLOORING ONLY,DIAMOND WHEEL CUPS,15351,"5"" 150 GRIT ",EACH,
FLOORING ONLY,DIAMOND WHEEL CUPS,15352,"5"" T-SEQ 7"" TYPE BLACK",EACH,
FLOORING ONLY,DIAMOND WHEEL CUPS,15353,"5"" TURBO SEQ ",EACH,
FLOORING ONLY,DIAMOND WHEEL CUPS,15355,"7"" CUP WHEEL SPIKE",EACH,
FLOORING ONLY,DIAMONDS,15200,30 GRIT HARD METAL BOND - BLUE,EACH,
FLOORING ONLY,DIAMONDS,15201,40 GRIT HARD METAL BOND - RED,EACH,
FLOORING ONLY,DIAMONDS,15202,80/100 GRIT HARD METAL BOND - YELLOW,EACH,
FLOORING ONLY,DIAMONDS,15203,150 GRIT HARD METAL BOND - YELLOW,EACH,
FLOORING ONLY,DIAMONDS,15204,40 GRIT SOFT METAL BOND - WHITE,EACH,
FLOORING ONLY,DIAMONDS,15205,80/100 GRIT SIFT METAL BOND - WHITE,EACH,
FLOORING ONLY,DIAMONDS,15206,150 GRIT SOFT METAL BOND - WHITE,EACH,
FLOORING ONLY,DIAMONDS,15207,50 RESIN BONDS,EACH,
FLOORING ONLY,DIAMONDS,15208,100 RESIN BONDS,EACH,
FLOORING ONLY,DIAMONDS,15209,200 RESIN BONDS,EACH,
FLOORING ONLY,DIAMONDS,15210,400 RESIN BONDS,EACH,
FLOORING ONLY,DIAMONDS,15211,800 RESIN BONDS,EACH,
FLOORING ONLY,DIAMONDS,15212,1500 RESIN BONDS,EACH,
FLOORING ONLY,DIAMONDS,15213,"3""X12MM 50 GRIT CONCRETE",EACH,
FLOORING ONLY,DIAMONDS,15214,"3""X12MM 200 GRIT CONCRETE",EACH,
FLOORING ONLY,DIAMONDS,15215,"3""X12MM 400 GRIT CONCRETE",EACH,
FLOORING ONLY,DIAMONDS,15752,36 GRIT BUFFER SAND PAPR,EACH,
FLOORING ONLY,BUFFER /BURNISHER PADS,15900,"16"" BLACK BUFFER PADS",EACH,
FLOORING ONLY,BUFFER /BURNISHER PADS,15901,"16"" RED BUFFER PADS",EACH,
FLOORING ONLY,BUFFER /BURNISHER PADS,15902,"16"" GREEN BUFFER PADS",EACH,
FLOORING ONLY,BUFFER /BURNISHER PADS,15903,"16"" WHITE BUFFER PADS",EACH,
FLOORING ONLY,BUFFER /BURNISHER PADS,15904,"20"" BLACK T-3 BUFFER PADS",EACH,
FLOORING ONLY,BUFFER /BURNISHER PADS,15905,"20"" RED T-3 BUFFER PADS",EACH,
FLOORING ONLY,BUFFER /BURNISHER PADS,15906,"20"" GREEN T-3 BUFFER PADS",EACH,
FLOORING ONLY,BUFFER /BURNISHER PADS,15907,"20"" WHITE T-3 BUFFER PADS",EACH,
FLOORING ONLY,BUFFER /BURNISHER PADS,15908,"27"" 800 GRIT TWISTER PAD",EACH,
FLOORING ONLY,BUFFER /BURNISHER PADS,15909,"27"" 1500 GRIT TWISTER PAD",EACH,
FLOORING ONLY,AGGREGATES,15100,40/30 SILICA SAND,EACH,
FLOORING ONLY,AGGREGATES,15109,#330 STEEL SHOT,EACH,
FLOORING ONLY,AGGREGATES,15110,#390 STEEL SHOT,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12340,ELECTRIC PANEL/CORD,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12341,EXTRA PANEL CORD,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12342,POWER PANEL PIGTAIL,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12349,EXTENSION CORD,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12350,PLUG-IN STRIPS,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12351,GFI,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12352,EXTRA LOCKS,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12353,10' CHAIN,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12371,WATER MACHINE,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12375,GREASE TUBE,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12378,CHALK LINE (ORANGE),EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12380,PLASTIC DUST PAN,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12382,TABLE,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12383,CHAIR,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12389,FOREMAN'S GANG BOX,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12390,GANG BOX SMALL,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12391,2-WAY RADIOS,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12393,SCOOP SHOVEL - METAL,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12394,SCOOP SHOVEL - PLASTIC,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12396,SQUARE DIRT SHOVEL,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12397,5 GAL PLASTIC PAIL,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12398,HOUSE BROOM,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12399,PUSHBROOM STIFF,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12400,PUSHBROOM SOFT,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,12401,FOXTAIL BROOM,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15600,4 HEAD GRINDER(TERRCO),EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15601,2 HEAD GRINDER(TERRCO),EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15602,3 PHASE SHOT BLASTER,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15603,115 VOLT SHOT BLASTER,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15604,GREEN VACUUM LARGE,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15605,30 GAL VACUUM (CRAFTSMAN),EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15606,PULSE VACUUM,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15607,SHAVE MASTER 320,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15608,PATRIOT 500 DYE APPLICATOR,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15609,BURNISHER PROPANE,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15610,MONGOOSE CONCRETE SAW,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15611,TOOL BOX-2&4 HD GRINDERS,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15612,MILWAUKEE MIXING DRILL 1/2,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15613,MILWAUKEE MIXING DRILL 3/8,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15614,"5"" METABO ANGLE GRINDER",EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15615,"7"" ANGLE GRINDER",EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15616,"5"" BOSCH VARIABLE SPD GRINDER",EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15617,FEIN CORNER GRINDER,EACH,
FLOORING ONLY,FLOORING EQUIPMENT,15618,FLOOR BUFFER,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,15700,COUPLERS-2&4 GRINDERS,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,15701,CARBIDE SCRAPER BLADES,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,15702,GREEN 3 PH ELEC CORD,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,15703,YELLOW 3 PH ELEC CORD,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,15704,LT BLUE SINGLE PH CORD,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,15705,PURPLE 3 PH ELEC CORD,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,15706,GRAY VACUUM HOSE,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,15707,BLACK VACUUM HOSE,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,15708,RUBBER HOSE (LRG SHOTBLASER),EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,15709,REPLACEMENT VAC FILTER (CRAFTSMAN),EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,15710,PROPANE TANK FOR BURNISHER,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,15711,REPLACEMENT SHOE SPIKE,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,15712,GREEN PIGTAIL (LRG VAC),EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,15713,YELLOW PIGTAIL (4 HD),EACH,
